"SeqResMsgPapel","Resultado","AtitudeUsr","NroEmpresa","ResultadoCmpl","Grupo","Ordem","TipoDest","Papel","Canal","SeqTxtPadrao","Template","Remetente","DtaInclusao","UsuInclusao","DtaAlteracao","UsuAlteracao","PesFormulario","PesResultado","QTDEDIAS","QTDEHU","SEQCONTAENVIO","TIPOPREFENVIO","INDENVIAQLQERHORA","EMUSO","PRIORIDADE","DESCRICAOMENSAGEM","OBJETIVOMSG"
"1989","2458"," ","12","Peças","","","USR","421","EML","182","","","14/06/2023 12:32:00","LIVIA.SILVA","06/09/2023 11:26:00","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1990","2458"," ","","","","","USR","796","EML","182","","","20/06/2023 09:20:41","LIVIA.SILVA","06/09/2023 11:27:00","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1998","122"," ","","","","","USR","782","EML","172","","#ATD","14/07/2023 14:48:00","VTCCONS","14/07/2023 15:02:40","VTCCONS","","","0","0,00","","","","1","5","",""
"1999","122"," ","","","","","USR","4","EML","178","","#ATD","14/07/2023 14:49:00","VTCCONS","14/07/2023 15:07:00","VTCCONS","","","0","0,00","","","","1","5","",""
"2001","2127"," ","","","","","USR","576","EML","16","","","28/07/2023 08:28:16","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2007","2194"," ","","","","","USR","782","EML","183","","","01/08/2023 10:25:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2008","2127"," ","7","","","","USR","594","EML","16","","","03/08/2023 09:08:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2009","2194"," ","","","","","USR","656","EML","183","","","10/08/2023 13:12:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2010","2194"," ","","","","","USR","802","EML","183","","","10/08/2023 13:12:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2042","2371"," ","2","","","","USR","782","EML","170","","","06/09/2023 12:05:00","LIVIA.SILVA","12/03/2024 08:20:55","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2059","2318"," ","","","","","USR","796","EML","11","","","14/09/2023 15:06:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2073","2319"," ","","","","","USR","796","EML","11","","","14/09/2023 15:11:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2086","2470"," ","","","","","USR","796","EML","11","","","14/09/2023 15:17:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2100","2311"," ","","","","","USR","796","EML","11","","","14/09/2023 15:22:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2112","2312"," ","","","","","USR","796","EML","11","","","14/09/2023 15:29:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2124","2314"," ","","","","","USR","796","EML","11","","","14/09/2023 15:33:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2136","2471"," ","","","","","USR","796","EML","11","","","14/09/2023 15:39:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2148","2306"," ","","","","","USR","796","EML","11","","","14/09/2023 15:43:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2179","2472"," ","2","","","","USR","747","EML","11","","","14/09/2023 15:59:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2184","2477"," ","","","","","USR","796","EML","11","","","14/09/2023 16:07:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2198","2478"," ","","","","","USR","796","EML","11","","","14/09/2023 16:12:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2237","2365"," ","","","","","USR","796","EML","11","","","14/09/2023 16:39:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2238","2365"," ","","","","","USR","516","EML","11","","","14/09/2023 16:39:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2240","2365"," ","1","","","","USR","127","EML","11","","","14/09/2023 16:39:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2241","2365"," ","2","","","","USR","747","EML","11","","","14/09/2023 16:39:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2242","2365"," ","3","","","","USR","591","EML","11","","","14/09/2023 16:39:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2243","2365"," ","7","","","","USR","782","EML","11","","","14/09/2023 16:39:00","LIVIA.SILVA","12/03/2024 08:23:45","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2246","2366"," ","","","","","USR","796","EML","11","","","14/09/2023 16:43:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2247","2366"," ","","","","","USR","516","EML","11","","","14/09/2023 16:43:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2249","2366"," ","1","","","","USR","127","EML","11","","","14/09/2023 16:43:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2250","2366"," ","2","","","","USR","747","EML","11","","","14/09/2023 16:43:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2251","2366"," ","3","","","","USR","591","EML","11","","","14/09/2023 16:43:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2252","2366"," ","7","","","","USR","782","EML","11","","","14/09/2023 16:43:00","LIVIA.SILVA","12/03/2024 08:23:34","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2255","2469"," ","","","","","USR","796","EML","11","","","14/09/2023 16:46:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2256","2469"," ","","","","","USR","516","EML","11","","","14/09/2023 16:46:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2258","2469"," ","1","","","","USR","127","EML","11","","","14/09/2023 16:46:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2259","2469"," ","2","","","","USR","747","EML","11","","","14/09/2023 16:46:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2260","2469"," ","3","","","","USR","591","EML","11","","","14/09/2023 16:46:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2261","2469"," ","7","","","","USR","782","EML","11","","","14/09/2023 16:46:00","LIVIA.SILVA","12/03/2024 08:23:57","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2297","2476"," ","","","","","USR","796","EML","11","","","15/09/2023 15:49:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2301","2322"," ","","","","","USR","796","EML","11","","","15/09/2023 15:53:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2307","2323"," ","","","","","USR","796","EML","11","","","15/09/2023 15:55:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2311","2324"," ","","","","","USR","796","EML","11","","","15/09/2023 15:57:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2315","2473"," ","","","","","USR","796","EML","11","","","15/09/2023 15:59:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2320","2474"," ","","","","","USR","354","EML","11","","","15/09/2023 16:47:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2321","2004"," ","","SEGUROS","","","USR","838","EML","185","","","28/09/2023 14:52:00","VANESSA.ALVES","28/09/2023 15:21:05","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"2322","2004"," ","","SEGUROS","","","USR","516","EML","185","","","28/09/2023 14:57:00","VANESSA.ALVES","28/09/2023 15:21:00","VANESSA.ALVES","","","","0,00","","","","1","5","",""
"2323","2121"," ","","","","","USR","782","EML","186","","","28/09/2023 16:08:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2330","2154"," ","","","","","USR","782","EML","186","","","29/09/2023 15:24:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2331","2154"," ","","","","","USR","656","EML","186","","","29/09/2023 15:24:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2332","2154"," ","1","","","","USR","802","EML","186","","","29/09/2023 15:24:00","LIVIA.SILVA","09/04/2024 16:00:33","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2333","2154"," ","7","","","","USR","802","EML","186","","","29/09/2023 15:24:00","LIVIA.SILVA","09/04/2024 16:00:33","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2334","2154"," ","9","","","","USR","802","EML","186","","","29/09/2023 15:24:00","LIVIA.SILVA","09/04/2024 16:00:33","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2337","2154"," ","2","","","","USR","802","EML","186","","","29/09/2023 15:28:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2338","2154"," ","3","","","","USR","802","EML","186","","","29/09/2023 15:28:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2342","2156"," ","","","","","USR","782","EML","161","","","29/09/2023 15:35:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2343","2156"," ","","","","","USR","167","EML","161","","","29/09/2023 15:35:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2344","2121"," ","","","","","USR","656","EML","186","","","29/09/2023 15:42:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2345","2121"," ","1","","","","USR","802","EML","186","","","29/09/2023 15:42:00","LIVIA.SILVA","09/04/2024 16:00:13","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2346","2121"," ","7","","","","USR","802","EML","186","","","29/09/2023 15:42:00","LIVIA.SILVA","09/04/2024 16:00:13","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2347","2121"," ","9","","","","USR","802","EML","186","","","29/09/2023 15:42:00","LIVIA.SILVA","09/04/2024 16:00:13","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2348","2121"," ","2","","","","USR","802","EML","186","","","29/09/2023 15:42:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2349","2121"," ","3","","","","USR","802","EML","186","","","29/09/2023 15:42:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2350","2156"," ","","","","","USR","782","EML","186","","","29/09/2023 15:44:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2351","2156"," ","","","","","USR","656","EML","186","","","29/09/2023 15:44:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2352","2156"," ","1","","","","USR","802","EML","186","","","29/09/2023 15:44:00","LIVIA.SILVA","09/04/2024 16:00:58","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2353","2156"," ","7","","","","USR","802","EML","186","","","29/09/2023 15:44:00","LIVIA.SILVA","09/04/2024 16:00:58","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2354","2156"," ","9","","","","USR","802","EML","186","","","29/09/2023 15:44:00","LIVIA.SILVA","09/04/2024 16:00:58","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2355","2156"," ","2","","","","USR","802","EML","186","","","29/09/2023 15:45:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2356","2156"," ","3","","","","USR","802","EML","186","","","29/09/2023 15:45:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2357","2127"," ","","","","","USR","838","EML","16","","","03/10/2023 17:49:27","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"2358","2120"," ","","","","","USR","838","EML","104","","","03/10/2023 17:51:00","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"1504","2157"," ","9","","","","USR","617","EML","27","","","28/04/2022 08:37:01","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1505","2157"," ","3","","","","USR","765","EML","27","","","28/04/2022 08:37:00","DIEGO.MARQUES","02/06/2022 08:19:08","DIEGO.MARQUES","","","0","0,00","","","","1","5","",""
"1509","2158"," ","9","","","","USR","617","EML","27","","","28/04/2022 08:39:41","DIEGO.MARQUES","30/09/2022 11:55:35","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1510","2158"," ","3","","","","USR","765","EML","27","","","28/04/2022 08:39:41","DIEGO.MARQUES","30/09/2022 11:55:35","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1517","2093"," ","","","","","USR","516","EML","138","","","11/05/2022 12:44:29","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"1519","940133"," ","","","1","1","USR","686","EML","170","","","25/05/2022 12:56:17","DIEGO.MARQUES","20/04/2023 10:25:41","LIVIA.SILVA","","","","0,00","","","","1","5","",""
"1520","940390"," ","","","1","1","USR","686","EML","78","","","25/05/2022 12:57:04","DIEGO.MARQUES","08/09/2022 13:33:12","LIVIA.SILVA","","","","0,00","","","","1","5","",""
"1524","285"," ","","","","","USR","686","EML","4","","","25/05/2022 13:00:57","DIEGO.MARQUES","08/09/2022 13:34:31","LIVIA.SILVA","","","","0,00","","","","1","5","",""
"1525","450"," ","","","1","1","USR","686","EML","77","","","25/05/2022 13:01:33","DIEGO.MARQUES","08/09/2022 13:34:52","LIVIA.SILVA","","","","0,00","","","","1","5","",""
"1526","2173"," ","","","","","USR","577","EML","85","","","30/05/2022 07:53:02","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1528","2173"," ","","","","","USR","748","EML","85","","","30/05/2022 07:53:01","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1529","2173"," ","","","","","USR","516","EML","85","","","30/05/2022 07:53:01","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1531","2173"," ","2","","","","USR","747","EML","85","","","30/05/2022 07:53:01","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1534","2173"," ","7","","","","USR","782","EML","85","","","30/05/2022 07:53:01","DIEGO.MARQUES","12/03/2024 08:25:14","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1535","2173"," ","1","","","","USR","127","EML","85","","","30/05/2022 07:53:01","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1536","2211"," ","","","","","USR","748","EML","157","","#ATD","02/06/2022 10:17:13","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"1539","2211"," ","","","","","USR","-3","EML","157","","#ATD","02/06/2022 10:48:00","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"1541","37"," ","","","1","1","USR","1048","EML","170","","","21/06/2022 17:02:00","DIEGO.MARQUES","27/02/2023 11:58:00","MATHEUS.AUGUSTO","","","0","0,00","","","0","1","5","Envio EML para experiencia cliente",""
"1543","2149"," ","","","","","USR","577","EML","158","","","26/06/2022 23:30:36","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1544","2149"," ","2","","","","USR","747","EML","158","","","26/06/2022 23:30:36","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1546","2149"," ","7","","","","USR","782","EML","158","","","26/06/2022 23:30:36","DIEGO.MARQUES","12/03/2024 08:25:41","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1547","2149"," ","1","","","","USR","127","EML","158","","","26/06/2022 23:30:36","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1549","2149"," ","","","","","USR","748","EML","158","","","26/06/2022 23:30:35","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1551","2117"," ","","","","","USR","748","EML","158","","","26/06/2022 23:33:27","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1552","2117"," ","2","","","","USR","747","EML","158","","","26/06/2022 23:33:27","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1555","2117"," ","1","","","","USR","127","EML","158","","","26/06/2022 23:33:26","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1556","2117"," ","7","","","","USR","782","EML","158","","","26/06/2022 23:33:26","DIEGO.MARQUES","12/03/2024 08:11:48","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1557","2117"," ","1","","","","USR","594","EML","158","","","29/06/2022 22:19:15","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1560","2117"," ","3","","","","USR","765","EML","158","","","29/06/2022 22:19:14","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1562","2158"," ","2","","","","USR","679","EML","27","","","19/07/2022 09:28:48","DIEGO.MARQUES","30/09/2022 11:55:35","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"1564","2127"," ","","","","","USR","-5","EML","16","","","19/07/2022 09:43:18","DIEGO.MARQUES","","","","","0","0,00","","","","1","5","",""
"1566","2127"," ","2","","","","USR","421","EML","16","","","19/07/2022 17:20:42","VANESSA.ALVES","","","","","0","0,00","","","","1","5","",""
"2210","2480"," ","","","","","USR","796","EML","11","","","14/09/2023 16:21:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2211","2480"," ","","","","","USR","516","EML","11","","","14/09/2023 16:21:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2213","2480"," ","1","","","","USR","127","EML","11","","","14/09/2023 16:21:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2214","2480"," ","2","","","","USR","747","EML","11","","","14/09/2023 16:21:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2215","2480"," ","3","","","","USR","591","EML","11","","","14/09/2023 16:21:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2216","2480"," ","7","","","","USR","782","EML","11","","","14/09/2023 16:21:00","LIVIA.SILVA","12/03/2024 08:21:23","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2219","2479"," ","","","","","USR","796","EML","11","","","14/09/2023 16:33:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2220","2479"," ","","","","","USR","516","EML","11","","","14/09/2023 16:33:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2222","2479"," ","1","","","","USR","127","EML","11","","","14/09/2023 16:33:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2223","2479"," ","2","","","","USR","747","EML","11","","","14/09/2023 16:34:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2224","2479"," ","3","","","","USR","591","EML","11","","","14/09/2023 16:34:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2225","2479"," ","7","","","","USR","782","EML","11","","","14/09/2023 16:34:00","LIVIA.SILVA","12/03/2024 08:21:45","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2228","2364"," ","","","","","USR","796","EML","11","","","14/09/2023 16:37:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2229","2364"," ","","","","","USR","516","EML","11","","","14/09/2023 16:37:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2231","2364"," ","1","","","","USR","127","EML","11","","","14/09/2023 16:37:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2232","2364"," ","2","","","","USR","747","EML","11","","","14/09/2023 16:37:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2233","2364"," ","3","","","","USR","591","EML","11","","","14/09/2023 16:37:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2234","2364"," ","7","","","","USR","782","EML","11","","","14/09/2023 16:37:00","LIVIA.SILVA","12/03/2024 08:06:33","LIVIA.SILVA","","","0","0,00","","","","1","5","",""
"2152","2306"," ","2","","","","USR","747","EML","11","","","14/09/2023 15:43:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2157","2307"," ","","","","","USR","796","EML","11","","","14/09/2023 15:48:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2161","2307"," ","2","","","","USR","747","EML","11","","","14/09/2023 15:48:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
"2166","2308"," ","","","","","USR","796","EML","11","","","14/09/2023 15:56:00","LIVIA.SILVA","","","","","0","0,00","","","","1","5","",""
